UF,Sexo,Idade,Raca,Anos de Estudo,Renda,Altura
43,Masculino,73,Branco,4,0,1.775.242.676
43,Masculino,32,Pardo,12,1800,1.713.697.498
43,Masculino,27,Branco,12,2000,1.663.671.804
43,Masculino,60,Amarelo,1,789,1.569.236.382
43,Masculino,31,Branco,12,3000,1.728.777.523
43,Masculino,52,Branco,9,2000,1.748.875.436
43,Masculino,37,Branco,16,1600,1.604.665.756
43,Masculino,31,Negro,9,900,1.755.991.162
43,Feminino,47,Negro,10,900,1.696.156.318
43,Masculino,41,Branco,10,1000,1.693.644.011
43,Masculino,36,Branco,12,780,1.643.901.179
43,Feminino,58,Branco,3,1000,1.732.505.201
43,Masculino,55,Branco,7,800,1.707.040.463
43,Masculino,51,Negro,1,1200,1.721.247.168
43,Feminino,41,Branco,8,1055,182.271.851
43,Masculino,62,Branco,3,1500,1.680.232.218
43,Masculino,48,Branco,9,1300,170.054.828
43,Masculino,43,Branco,11,1200,1.796.382.417
43,Masculino,40,Branco,7,0,1.606.180.967
43,Feminino,48,Branco,15,1500,1.647.413.861
43,Feminino,27,Branco,16,5000,1.670.956.362
43,Feminino,57,Branco,11,1000,1.793.053.985
43,Feminino,50,Branco,16,6000,1.755.656.514
43,Feminino,45,Branco,14,1800,1.584.357.888
43,Masculino,43,Branco,16,6000,1.739.264.967
43,Feminino,31,Negro,13,1800,1.665.069.855
43,Masculino,41,Pardo,12,3400,1.586.913.615
43,Feminino,33,Negro,16,1750,1.653.087.492
43,Feminino,25,Branco,12,1400,1.600.928.556
43,Feminino,41,Branco,16,4000,1.735.719.957
43,Feminino,43,Branco,16,4500,1.695.433.727
43,Feminino,54,Branco,15,4000,1.685.792.716
43,Feminino,48,Branco,12,8000,1.724.483.621
43,Feminino,49,Branco,12,1500,1.939.901.146
43,Masculino,47,Branco,12,5000,1.677.648.248
43,Masculino,47,Branco,12,9500,1.711.388.665
43,Feminino,53,Branco,5,2000,1.639.937.665
43,Masculino,60,Branco,16,5000,16.479.417
43,Masculino,57,Branco,16,7000,1.973.111.855
43,Feminino,37,Branco,14,2000,1.849.800.373
43,Masculino,33,Branco,12,3500,1.492.668.368
43,Masculino,51,Branco,16,7000,1.780.537.415
43,Feminino,49,Branco,16,2500,1.721.736.525
43,Masculino,38,Branco,12,1200,1.727.793.936
43,Masculino,25,Branco,9,1200,1.608.699.246
43,Feminino,61,Branco,4,765,1.767.519.349
43,Masculino,28,Branco,10,1400,1.699.463.554
43,Masculino,57,Branco,6,870,1.685.700.582
43,Feminino,27,Branco,12,1300,1.642.598.896
43,Feminino,56,Negro,9,500,1.679.183.599
43,Feminino,51,Branco,4,950,1.875.316.724
43,Masculino,41,Branco,12,1100,165.308.832
43,Feminino,66,Branco,11,700,1.675.051.412
43,Masculino,29,Branco,14,1800,1.669.495.356
43,Feminino,55,Branco,16,4000,1.734.268.002
43,Feminino,39,Branco,15,3900,1.745.309.188
43,Feminino,35,Branco,16,4000,1.656.169.818
43,Masculino,36,Branco,9,5000,1.683.676.604
43,Feminino,50,Branco,13,3000,1.758.565.379
43,Feminino,30,Branco,12,1500,1.740.143.474
43,Masculino,26,Negro,11,1000,1.725.499.306
43,Masculino,59,Branco,16,1576,1.674.357.306
43,Masculino,61,Branco,15,11000,175.499.325
43,Feminino,47,Branco,16,12000,1.759.584.321
43,Masculino,41,Amarelo,12,80,177.230.455
43,Masculino,68,Branco,16,3000,1.705.007.184
43,Masculino,45,Branco,14,10000,1.574.417.351
43,Masculino,32,Branco,15,4800,1.613.066.535
43,Feminino,39,Branco,16,3500,1.774.183.685
43,Masculino,24,Branco,16,1800,1.634.592.831
43,Masculino,53,Branco,16,6000,1.715.600.223
43,Feminino,43,Negro,16,2800,1.715.571.378
43,Feminino,56,Pardo,16,15000,166.865.306
43,Feminino,74,Branco,8,1500,1.570.916.836
43,Masculino,36,Branco,16,8900,1.684.483.773
43,Masculino,36,Branco,16,7000,1.724.318.435
43,Feminino,27,Branco,16,5600,1.567.249.805
43,Feminino,37,Branco,16,2000,1.657.447.242
43,Feminino,50,Branco,16,4500,1.810.965.233
43,Masculino,26,Branco,15,0,1.632.350.604
43,Feminino,51,Branco,16,3000,1.725.981.044
43,Feminino,54,Branco,16,2500,1.679.585.304
43,Masculino,57,Branco,12,4500,1.678.245.682
43,Feminino,58,Branco,16,7000,1.633.851.288
43,Feminino,82,Branco,12,0,1.645.639.623
43,Masculino,24,Branco,13,1700,1.709.365.934
43,Masculino,60,Branco,16,0,1.534.976.816
43,Feminino,48,Branco,16,10000,180.238.086
43,Feminino,32,Branco,16,2000,1.687.286.919
43,Feminino,33,Branco,16,5500,1.746.127.201
43,Masculino,24,Branco,14,950,1.619.060.287
43,Feminino,55,Branco,12,3941,1.738.948.452
43,Feminino,30,Pardo,16,5500,1.766.302.219
43,Feminino,46,Branco,16,16000,1.575.455.503
43,Feminino,57,Branco,16,7881,1.519.006.337
43,Feminino,45,Branco,16,6000,1.793.257.643
43,Feminino,28,Branco,16,2000,1.721.828.759
43,Masculino,21,Branco,15,400,1.553.890.941
43,Masculino,34,Branco,16,3000,1.873.408.853
43,Masculino,43,Branco,14,7000,1.559.260.311
43,Feminino,50,Branco,16,5000,1.739.991.491
43,Feminino,28,Branco,16,10000,1.632.026.077
43,Feminino,41,Branco,16,1000,1.635.251.769
43,Feminino,63,Branco,16,3500,1.684.762.444
43,Masculino,36,Branco,16,3000,1.703.914.353
43,Feminino,52,Branco,16,0,1.681.880.396
43,Masculino,41,Branco,16,5000,1.788.883.724
43,Masculino,67,Branco,16,20000,1.646.758.029
43,Feminino,78,Branco,12,0,1.757.404.719
43,Feminino,33,Branco,16,3500,1.707.721.283
43,Masculino,62,Branco,16,8000,1.579.218.826
43,Feminino,65,Branco,16,3000,1.765.837.854
43,Masculino,75,Branco,16,20000,1.711.725.035
43,Masculino,61,Branco,16,30000,163.379.426
43,Feminino,39,Branco,16,5000,1.588.211.623
43,Masculino,53,Branco,16,8000,1.728.705.974
43,Feminino,59,Branco,16,10000,1.564.718.987
43,Feminino,72,Branco,16,4000,1.670.566.465
43,Feminino,54,Branco,16,18000,1.712.924.975
43,Masculino,76,Branco,16,20000,176.929.315
43,Masculino,39,Branco,16,800,1.828.168.931
43,Feminino,53,Branco,16,8000,1.613.227.889
43,Masculino,32,Branco,16,25000,1.736.597.541
43,Masculino,33,Pardo,16,15500,1.785.356.322
43,Masculino,81,Branco,16,1000,1.655.762.189
43,Masculino,47,Branco,16,15000,1.642.527.228
43,Masculino,34,Branco,16,2900,1.711.910.411
43,Feminino,66,Branco,12,10000,1.707.559.606
43,Masculino,53,Branco,16,12000,1.631.787.584
43,Masculino,44,Branco,16,20000,1.696.722.813
43,Feminino,65,Branco,16,200,1.602.124.677
43,Feminino,65,Branco,16,8000,1.634.369.257
43,Feminino,29,Branco,16,2200,1.666.723.109
43,Masculino,33,Branco,16,3000,1.661.407.872
43,Feminino,40,Branco,16,1800,1.708.767.373
43,Masculino,70,Branco,16,3500,1.697.638.813
43,Masculino,36,Branco,16,30000,1.742.429.708
43,Masculino,45,Branco,16,20000,1.705.074.489
43,Masculino,55,Branco,9,2350,1.637.568.339
43,Masculino,50,Branco,16,15000,165.694.876
43,Masculino,69,Branco,16,25000,1.796.894.767
43,Masculino,35,Branco,16,6000,1.629.413.572
43,Feminino,40,Branco,16,5000,1.669.453.574
43,Masculino,39,Branco,16,16000,1.801.014.004
43,Masculino,79,Branco,12,8000,1.741.843.254
43,Feminino,44,Branco,16,1600,1.518.640.367
43,Feminino,63,Branco,16,8000,1.631.045.305
43,Feminino,51,Branco,16,1000,170.053.923
43,Masculino,41,Branco,16,21000,1.744.636.376
43,Masculino,45,Branco,16,15000,1.646.305.791
43,Feminino,57,Branco,16,10000,1.760.965.061
43,Feminino,54,Branco,16,1900,1.812.459.848
43,Masculino,53,Pardo,16,8000,178.291.101
43,Feminino,36,Branco,16,2008,1.626.539.143
43,Masculino,38,Branco,16,7000,1.793.591.573
43,Masculino,40,Branco,12,6000,1.606.403.934
43,Masculino,41,Branco,16,10000,1.709.343.951
43,Feminino,50,Branco,16,11000,1.692.652.983
43,Masculino,33,Branco,16,7000,1.548.797.801
43,Masculino,31,Branco,16,8000,1.587.486.854
43,Masculino,67,Branco,16,2000,1.653.306.968
43,Masculino,79,Branco,16,5000,1.700.338.431
43,Masculino,32,Branco,12,1200,182.569.097
43,Masculino,45,Branco,16,10000,1.566.650.927
43,Masculino,43,Branco,16,10000,1.687.915.965
43,Feminino,49,Branco,16,7000,1.809.605.621
43,Masculino,75,Branco,16,0,1.772.086.856
43,Masculino,43,Branco,16,5000,1.827.206.694
43,Masculino,66,Branco,13,15000,1.628.869.265
43,Masculino,20,Branco,15,2000,1.738.458.872
43,Feminino,49,Negro,16,3200,1.765.095.415
43,Feminino,45,Branco,16,3500,1.598.349.592
43,Masculino,32,Branco,16,8325,1.669.924.254
43,Masculino,49,Branco,16,8000,170.237.363
43,Masculino,34,Negro,12,3500,1.722.635.245
43,Feminino,29,Branco,15,2300,1.693.372.776
43,Masculino,36,Branco,16,2500,1.662.536.418
43,Feminino,45,Branco,16,1500,1.611.752.163
43,Feminino,35,Branco,16,3000,1.788.930.511
43,Masculino,30,Branco,16,9000,1.733.228.614
43,Feminino,29,Branco,16,2500,1.836.237.247
43,Masculino,58,Branco,16,17000,1.709.825.637
43,Masculino,39,Branco,16,6000,175.503.057
43,Masculino,38,Branco,16,15000,167.505.332
43,Masculino,61,Branco,16,2000,173.982.819
43,Masculino,38,Branco,16,10000,1.843.304.464
43,Feminino,55,Branco,16,6000,1.588.626.021
43,Feminino,57,Branco,16,1600,1.793.601.196
43,Masculino,34,Branco,14,9000,1.623.004.714
43,Masculino,50,Branco,12,4000,1.628.029.674
43,Feminino,50,Branco,16,3000,1.749.062.221
43,Feminino,50,Branco,13,3000,1.717.108.493
43,Masculino,57,Branco,16,10000,1.679.322.315
43,Masculino,19,Branco,12,900,1.778.867.398
43,Feminino,75,Branco,6,1000,1.626.042.201
43,Masculino,70,Branco,14,0,1.712.610.837
43,Feminino,49,Branco,16,3800,16.864.446
43,Masculino,39,Branco,14,2200,1.730.974.083
43,Masculino,55,Branco,6,1550,1.695.230.501
43,Masculino,69,Branco,16,1200,1.504.949.819
43,Feminino,51,Negro,12,2300,1.758.113.007
43,Masculino,70,Branco,12,4000,1.762.364.908
43,Feminino,46,Branco,16,4100,1.751.012.702
43,Masculino,34,Branco,13,5000,1.600.638.074
43,Masculino,60,Branco,15,200,1.703.747.001
43,Feminino,34,Branco,15,1200,172.282.143
43,Feminino,37,Branco,16,2000,176.615.443
43,Masculino,53,Branco,12,1700,1.801.432.585
43,Masculino,35,Branco,16,2250,1.729.551.065
43,Masculino,40,Branco,16,2000,1.938.810.856
43,Masculino,73,Branco,16,14500,1.611.460.852
43,Feminino,48,Branco,16,6600,1.662.430.198
43,Feminino,34,Branco,15,2600,1.751.616.493
43,Feminino,34,Branco,16,6000,1.625.784.295
43,Feminino,51,Branco,12,2800,1.725.649.379
43,Masculino,28,Branco,16,3500,1.868.374.684
43,Feminino,55,Branco,16,2500,1.701.349.876
43,Feminino,38,Branco,16,7000,1.729.439.165
43,Feminino,51,Branco,16,20000,1.653.289.124
43,Feminino,61,Branco,12,2000,1.774.866.502
43,Feminino,48,Branco,16,14200,1.782.397.708
43,Feminino,29,Branco,16,5000,1.666.047.029
43,Feminino,59,Branco,16,1000,1.783.516.575
43,Masculino,34,Branco,15,2500,1.771.036.405
43,Feminino,50,Branco,16,3000,1.823.286.924
43,Masculino,82,Branco,5,1500,171.601.641
43,Feminino,44,Branco,16,1500,1.654.955.613
43,Masculino,42,Branco,16,10000,1.767.830.299
43,Feminino,58,Branco,16,500,1.701.433.132
43,Masculino,69,Branco,16,2000,165.914.081
43,Feminino,50,Branco,16,8000,1.710.872.891
43,Masculino,63,Branco,16,20000,1.780.822.658
43,Feminino,34,Branco,16,19000,173.523.807
43,Masculino,56,Branco,16,25000,1.725.309.229
43,Masculino,45,Branco,16,30000,1.654.744.649
43,Feminino,54,Branco,16,500,1.847.325.871
43,Feminino,52,Branco,16,3000,1.651.923.842
43,Feminino,47,Branco,12,2500,1.617.167.021
43,Masculino,29,Negro,16,5100,1.719.280.563
43,Masculino,75,Branco,16,2700,1.572.742.378
43,Masculino,66,Branco,16,20000,1.735.213.682
43,Masculino,58,Branco,16,20000,1.785.324.547
43,Feminino,40,Branco,16,18000,1.683.692.556
43,Masculino,56,Branco,16,17000,1.728.742.902
43,Masculino,63,Branco,16,5000,1.828.419.991
43,Masculino,32,Branco,12,4000,1.746.203.065
43,Masculino,29,Branco,9,1400,176.435.229
43,Masculino,33,Pardo,16,10000,1.712.111.285
43,Masculino,67,Branco,12,788,188.246.224
43,Feminino,56,Branco,12,880,164.517.844
43,Feminino,34,Branco,16,6500,1.701.931.226
43,Masculino,46,Branco,16,3600,1.714.212.115
43,Masculino,48,Branco,16,15000,1.652.281.791
43,Feminino,38,Branco,16,20000,167.785.012
43,Masculino,24,Branco,15,2500,1.756.730.252
43,Feminino,22,Branco,14,400,158.582.784
43,Masculino,32,Branco,15,3000,1.624.520.044
43,Masculino,38,Branco,16,15000,1.622.194.981
43,Masculino,50,Branco,16,5000,1.809.097.316
43,Masculino,46,Branco,16,10000,1.653.470.748
43,Masculino,51,Branco,16,14000,1.554.227.541
43,Feminino,48,Branco,16,8000,1.493.905.856
43,Masculino,41,Branco,13,1700,1.604.848.715
43,Masculino,57,Branco,12,1300,1.716.864.641
43,Feminino,52,Branco,9,960,1.701.449.706
43,Masculino,32,Branco,12,2000,1.805.983.105
43,Masculino,52,Branco,16,5000,1.736.553.711
43,Feminino,58,Branco,12,2000,1.623.202.469
43,Masculino,44,Negro,16,6000,1.679.143.267
43,Masculino,30,Branco,16,1200,1.626.097.003
43,Feminino,41,Branco,16,3000,1.666.111.575
43,Feminino,57,Branco,13,2000,1.698.845.177
43,Masculino,32,Branco,15,9000,1.715.230.534
43,Masculino,35,Branco,16,800,1.643.692.499
43,Masculino,56,Branco,12,1500,1.615.554.407
43,Feminino,60,Branco,15,600,1.638.781.341
43,Masculino,54,Branco,12,10000,1.666.699.334
43,Masculino,41,Branco,12,1700,163.370.812
43,Masculino,32,Branco,16,2200,1.689.848.086
43,Feminino,58,Pardo,12,2900,169.005.926
43,Masculino,36,Branco,16,2000,169.709.126
43,Masculino,69,Branco,16,4000,177.733.933
43,Feminino,44,Branco,16,5000,1.622.811.482
43,Feminino,51,Branco,16,3000,1.736.081.203
43,Masculino,47,Branco,15,10000,1.664.021.063
43,Feminino,35,Branco,16,13000,1.663.294.505
43,Masculino,51,Branco,9,1700,1.633.162.609
43,Feminino,59,Branco,14,3400,1.734.715.218
43,Feminino,44,Branco,12,1500,1.735.168.901
43,Feminino,53,Branco,16,2000,1.653.938.441
43,Masculino,37,Branco,16,2000,171.219.264
43,Masculino,62,Branco,16,6000,158.146.349
43,Feminino,24,Branco,16,1800,1.748.144.508
43,Masculino,31,Branco,13,1500,1.645.208.008
43,Masculino,39,Branco,16,4000,165.009.654
43,Masculino,50,Branco,16,1500,1.549.287.418
43,Feminino,28,Branco,16,5200,1.752.708.992
43,Masculino,65,Branco,12,3000,1.748.034.168
43,Feminino,55,Branco,9,1000,1.601.108.757
43,Masculino,44,Branco,13,2000,1.667.730.505
43,Feminino,60,Branco,12,400,1.557.864.142
43,Feminino,50,Branco,12,1500,1.674.920.558
43,Feminino,29,Branco,16,1500,175.027.401
43,Masculino,28,Branco,12,1500,1.867.930.114
43,Feminino,34,Branco,16,1900,1.768.774.936
43,Feminino,36,Branco,16,6000,157.653.796
43,Feminino,31,Branco,16,6500,1.765.121.723
43,Masculino,54,Branco,12,4200,1.641.633.103
43,Feminino,36,Branco,16,3200,1.794.932.005
43,Masculino,51,Branco,16,5000,1.577.818.254
43,Feminino,63,Branco,15,4000,1.708.979.505
43,Masculino,52,Branco,12,4000,156.049.088
43,Feminino,32,Branco,16,5000,1.831.976.498
43,Feminino,51,Branco,12,1700,17.046.202
43,Masculino,47,Branco,16,17000,1.575.869.757
43,Feminino,56,Branco,16,200,1.741.415.308
43,Feminino,32,Branco,16,1500,1.873.590.053
43,Feminino,61,Branco,16,2300,1.762.846.935
43,Feminino,47,Branco,16,12000,170.508.217
43,Masculino,39,Pardo,16,10000,1.629.341.641
43,Feminino,50,Branco,12,1300,1.614.515.637
43,Masculino,34,Branco,14,10000,1.705.236.565
43,Masculino,64,Branco,16,8000,157.063.896
43,Masculino,52,Branco,13,3000,1.745.649.568
43,Masculino,59,Branco,16,5000,1.640.693.005
43,Feminino,39,Branco,16,9000,1.840.224.786
43,Masculino,75,Branco,6,2000,1.744.763.223
43,Masculino,70,Branco,11,788,1.737.120.133
43,Masculino,59,Negro,11,1500,1.624.610.867
43,Masculino,34,Branco,16,5500,1.701.867.995
43,Masculino,53,Branco,16,8000,1.632.272.536
43,Feminino,56,Branco,12,600,1.768.101.963
43,Masculino,46,Pardo,16,5000,178.566.188
43,Feminino,43,Branco,15,1600,1.776.750.236
43,Feminino,58,Branco,12,1500,1.526.041.068
43,Masculino,40,Branco,16,2200,1.624.735.272
43,Feminino,55,Branco,7,1800,1.733.356.218
43,Masculino,40,Branco,12,1300,1.715.333
43,Feminino,32,Branco,16,2000,1.651.126.895
43,Masculino,46,Branco,12,2500,1.733.880.225
43,Feminino,59,Branco,12,1200,1.739.180.755
43,Feminino,55,Branco,16,7000,1.737.335.492
43,Feminino,33,Branco,16,2000,1.609.758.417
43,Feminino,70,Branco,13,788,1.679.736.036
43,Feminino,51,Branco,15,1300,1.765.630.088
43,Feminino,24,Branco,12,1200,1.609.046.682
43,Masculino,67,Negro,5,600,1.650.479.087
43,Masculino,65,Pardo,6,3500,1.657.139.786
43,Masculino,44,Branco,9,5000,1.810.151.412
43,Feminino,37,Branco,15,2500,1.684.177.541
43,Masculino,51,Branco,5,1000,172.754.839
43,Feminino,32,Pardo,12,998,1.738.969.501
43,Masculino,31,Branco,12,2000,1.622.725.871
43,Masculino,42,Branco,1,2000,1.722.925.892
43,Masculino,46,Negro,9,935,1.718.007.356
43,Masculino,49,Pardo,5,1200,1.776.766.487
43,Feminino,30,Pardo,12,788,1.680.803.848
43,Masculino,56,Branco,9,1500,1.683.738.767
43,Feminino,44,Branco,9,300,1.770.394.435
43,Masculino,33,Branco,12,8000,1.714.341.878
43,Masculino,56,Branco,2,788,156.151.262
43,Masculino,46,Branco,12,1300,1.720.553.824
43,Masculino,34,Negro,12,1000,1.641.047.556
43,Feminino,30,Pardo,7,870,1.692.116.387
43,Masculino,26,Negro,12,1800,1.598.868.409
43,Masculino,55,Branco,4,1300,1.690.217.767
43,Masculino,38,Branco,16,2500,1.681.895.871
43,Masculino,34,Negro,15,2500,1.707.638.032
43,Masculino,37,Branco,10,2000,1.705.434.205
43,Masculino,57,Branco,13,2000,1.715.397.272
43,Feminino,46,Branco,12,1360,1.649.911.256
43,Masculino,54,Negro,8,1800,1.717.115.321
43,Feminino,56,Branco,12,500,1.635.113.884
43,Masculino,62,Branco,16,6000,1.675.634.188
43,Feminino,27,Branco,12,700,1.626.333.076
43,Masculino,33,Pardo,13,2300,1.734.351.924
43,Feminino,51,Branco,16,3000,1.579.179.552
43,Feminino,45,Branco,16,6000,1.667.421.674
43,Feminino,35,Branco,1,2500,1.608.224.034
43,Masculino,55,Branco,16,6000,1.830.605.501
43,Masculino,48,Branco,12,788,1.716.262.162
43,Masculino,56,Branco,12,1500,1.577.677.704
43,Feminino,61,Branco,9,1500,1.754.459.782
43,Feminino,69,Pardo,9,3000,1.670.526.377
43,Masculino,56,Branco,7,1500,1.766.083.192
43,Feminino,55,Branco,6,1300,1.790.497.645
43,Masculino,66,Branco,12,2500,1.826.613.773
43,Feminino,51,Branco,16,2300,1.659.313.262
43,Masculino,58,Branco,12,1700,1.668.596.083
43,Feminino,42,Pardo,12,600,1.741.193.821
43,Feminino,38,Branco,16,4500,1.648.948.488
43,Masculino,36,Branco,9,1100,1.740.555.758
43,Feminino,41,Pardo,6,788,17.018.332
43,Masculino,39,Negro,12,3000,1.659.530.801
43,Masculino,47,Negro,7,1400,1.554.620.036
43,Masculino,48,Pardo,5,1200,1.674.205.893
43,Feminino,57,Branco,12,1006,180.717.102
43,Feminino,45,Pardo,6,1200,1.586.977.224
43,Masculino,56,Negro,1,300,1.654.067.467
43,Masculino,54,Branco,9,1258,1.586.802.643
43,Masculino,37,Negro,12,2500,1.562.866.411
43,Masculino,37,Branco,12,1600,1.789.509.816
43,Masculino,29,Branco,12,2114,1.716.455.764
43,Masculino,58,Branco,12,3000,1.643.691
43,Feminino,28,Pardo,12,700,1.833.317.201
43,Feminino,42,Branco,12,2600,1.800.712.679
43,Feminino,57,Branco,7,1200,1.780.079.381
43,Masculino,45,Branco,13,3100,1.640.590.121
43,Masculino,26,Negro,13,2900,1.720.246.657
43,Feminino,23,Branco,12,1600,1.643.770.567
43,Feminino,30,Branco,10,1500,1.714.100.869
43,Feminino,51,Branco,9,970,1.616.070.151
43,Masculino,40,Branco,7,1100,1.672.160.179
43,Masculino,57,Negro,6,1600,1.683.849.207
43,Feminino,51,Negro,12,1200,1.660.453.331
43,Masculino,54,Branco,15,4000,1.719.423.292
43,Feminino,34,Branco,12,2500,1.788.646.464
43,Masculino,61,Pardo,5,0,1.743.592.378
43,Masculino,47,Pardo,9,1100,1.678.326.218
43,Feminino,43,Branco,12,1000,1.747.305.478
43,Feminino,66,Branco,16,4000,166.476.705
43,Masculino,68,Branco,12,1000,167.065.837
43,Feminino,30,Branco,12,950,1.830.276.847
43,Feminino,51,Branco,16,5000,1.821.988.828
43,Masculino,31,Branco,12,2000,1.654.852.052
43,Masculino,46,Pardo,13,3750,1.796.398.298
43,Masculino,45,Branco,11,2514,1.504.335.566
43,Masculino,29,Branco,9,1500,1.600.519.018
43,Masculino,29,Negro,16,5412,1.552.301.813
43,Feminino,55,Branco,16,5000,1.688.078.855
43,Masculino,29,Branco,12,1500,1.558.543.366
43,Masculino,55,Pardo,4,1000,1.574.515.742
43,Masculino,40,Negro,8,788,1.729.674.959
43,Feminino,39,Pardo,9,788,1.703.242.164
43,Masculino,54,Pardo,12,6000,1.691.910.263
43,Masculino,44,Branco,12,1500,1.760.555.367
43,Masculino,60,Branco,9,4552,1.699.735.248
43,Masculino,40,Branco,16,5500,182.179.721
43,Feminino,52,Branco,6,1000,1.671.091.005
43,Feminino,53,Negro,6,788,1.634.702.241
43,Masculino,47,Negro,6,1500,1.755.656.282
43,Feminino,61,Branco,6,1300,1.676.501.278
43,Masculino,52,Pardo,7,2500,1.588.357.163
43,Masculino,61,Branco,6,1800,1.882.497.596
43,Feminino,21,Branco,6,788,1.609.461.377
43,Masculino,39,Branco,12,2000,1.729.968.776
43,Masculino,57,Branco,6,1400,1.799.726.274
43,Masculino,65,Branco,12,788,1.648.057.963
43,Feminino,46,Branco,5,1200,1.766.074.145
43,Feminino,47,Branco,3,1200,1.679.989.211
43,Masculino,49,Branco,12,2000,1.621.118.092
43,Feminino,55,Branco,9,1050,1.498.130.986
43,Masculino,49,Negro,9,1300,1.692.592.173
43,Masculino,32,Pardo,15,4000,1.671.222.029
43,Masculino,38,Branco,10,1100,1.755.096.223
43,Masculino,45,Branco,10,1576,176.247.643
43,Masculino,35,Negro,11,1400,1.800.635.118
43,Feminino,54,Pardo,12,1500,1.840.950.953
43,Masculino,24,Pardo,12,900,1.614.866.746
43,Masculino,30,Negro,4,1400,1.688.713.241
43,Feminino,30,Pardo,7,1600,1.709.773.352
43,Feminino,31,Branco,6,1100,1.579.580.516
43,Masculino,62,Branco,5,5000,1.692.754.286
43,Feminino,43,Negro,12,1500,1.601.909.397
43,Masculino,74,Branco,6,1500,1.778.822.945
43,Feminino,35,Branco,12,1200,1.738.948.117
43,Feminino,46,Branco,16,2200,1.830.332.369
43,Feminino,32,Pardo,12,900,1.782.180.073
43,Masculino,39,Branco,16,1854,1.694.755.922
43,Masculino,58,Pardo,12,1500,1.598.158.261
43,Masculino,27,Branco,11,1570,1.591.832.962
43,Masculino,64,Branco,5,5500,1.748.813.334
43,Masculino,35,Branco,12,1855,1.725.316.483
43,Masculino,33,Branco,12,2500,1.749.908.457
43,Masculino,45,Branco,12,1600,1.755.296.319
43,Masculino,52,Negro,9,1200,1.794.180.689
43,Masculino,44,Pardo,10,1900,1.722.303.676
43,Feminino,34,Negro,12,1300,1.784.858.624
43,Feminino,29,Branco,12,1200,1.663.000.509
43,Feminino,38,Branco,16,1500,168.727.991
43,Masculino,45,Branco,16,3000,1.766.679.593
43,Masculino,37,Branco,14,5000,1.626.190.482
43,Masculino,50,Branco,16,4500,1.577.267.968
43,Masculino,31,Branco,14,1089,1.630.343.555
43,Masculino,57,Pardo,2,1400,1.705.534.034
43,Feminino,21,Pardo,17,1000,1.744.484.374
43,Masculino,50,Branco,16,1576,1.625.031.995
43,Masculino,29,Branco,5,1200,1.713.803.895
43,Feminino,34,Branco,9,1300,1.836.724.334
43,Feminino,48,Branco,7,450,1.552.276.682
43,Masculino,34,Branco,12,900,1.792.328.997
43,Masculino,32,Branco,9,1900,168.454.172
43,Feminino,51,Branco,6,1050,1.741.587.544
43,Feminino,33,Branco,16,1600,1.626.660.252
43,Masculino,50,Negro,7,1100,1.847.383.514
43,Masculino,52,Branco,12,1985,1.697.860.316
43,Masculino,42,Branco,12,2900,1.663.733.554
43,Masculino,56,Negro,4,800,1.703.792.555
43,Masculino,49,Branco,9,3500,1.618.590.324
43,Feminino,43,Branco,16,1200,1.554.456.476
43,Masculino,63,Pardo,4,1100,165.685.459
43,Feminino,46,Pardo,12,1000,1.730.923.266
43,Feminino,39,Branco,12,1800,1.705.992.467
43,Masculino,61,Pardo,6,500,1.688.004.176
43,Masculino,41,Branco,16,4000,1.560.006.129
43,Feminino,60,Branco,14,800,183.240.154
43,Masculino,28,Pardo,16,5090,1.633.606.299
43,Masculino,56,Negro,12,1900,1.548.743.201
43,Masculino,59,Pardo,12,2700,16.334.941
43,Feminino,46,Branco,16,2100,1.719.266.723
43,Masculino,42,Branco,8,1600,1.615.130.861
43,Feminino,30,Pardo,15,2000,1.693.045.575
43,Masculino,33,Branco,15,1300,1.713.906.854
43,Feminino,59,Branco,10,900,1.608.850.159
43,Feminino,52,Branco,13,1000,1.635.240.749
43,Feminino,48,Branco,12,2000,17.197.267
43,Feminino,64,Negro,6,1200,1.727.183.677
43,Masculino,55,Pardo,12,2000,1.668.348.874
43,Masculino,42,Pardo,12,2000,1.714.453.542
43,Masculino,41,Branco,12,1400,1.529.891.035
43,Masculino,24,Pardo,10,2000,1.689.200.855
43,Feminino,29,Branco,16,1000,1.682.641.653
43,Feminino,26,Branco,16,5547,1.759.144.478
43,Masculino,45,Branco,6,1259,1.852.075.094
43,Masculino,47,Pardo,6,1600,1.704.142.881
43,Masculino,37,Branco,7,1100,1.731.574.438
43,Feminino,50,Pardo,13,1200,1.692.241.945
43,Feminino,22,Branco,10,70,1.781.716.819
43,Feminino,54,Negro,9,788,1.686.475.224
43,Masculino,53,Branco,11,1200,1.837.989.912
43,Feminino,60,Branco,12,800,1.782.539.021
43,Feminino,38,Pardo,12,1300,1.751.361.577
43,Masculino,36,Branco,12,1400,1.724.301.745
43,Masculino,50,Branco,15,4000,1.701.153.614
43,Masculino,35,Branco,12,2055,1.789.549.565
43,Masculino,55,Negro,16,7000,1.637.499.353
43,Masculino,37,Branco,12,3400,1.646.704.117
43,Masculino,53,Pardo,16,4000,1.890.563.157
43,Masculino,33,Pardo,9,1500,1.686.691.211
43,Masculino,46,Branco,16,2500,1.662.574.134
43,Masculino,51,Branco,12,6000,1.678.497.378
43,Masculino,51,Branco,9,1300,1.871.564.324
